colour	x	y	tooltip	clickSelects	showSelected1	PANEL
#B3DE69	1331744400	265.36	6634 cyclists counted at Pierre-Dupuy in 25 days of mars 2012 (mean 265 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1334422800	539.833333333333	16195 cyclists counted at Pierre-Dupuy in 30 days of avril 2012 (mean 539 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1337014800	1617.09677419355	50130 cyclists counted at Pierre-Dupuy in 31 days of mai 2012 (mean 1617 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1339693200	1768.1	53043 cyclists counted at Pierre-Dupuy in 30 days of juin 2012 (mean 1768 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1342285200	2581.70967741936	80033 cyclists counted at Pierre-Dupuy in 31 days of juillet 2012 (mean 2581 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1344963600	1857.51612903226	57583 cyclists counted at Pierre-Dupuy in 31 days of ao没t 2012 (mean 1857 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1347642000	1410.93333333333	42328 cyclists counted at Pierre-Dupuy in 30 days of septembre 2012 (mean 1410 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1350234000	636.967741935484	19746 cyclists counted at Pierre-Dupuy in 31 days of octobre 2012 (mean 636 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1352912400	148.6	743 cyclists counted at Pierre-Dupuy in 5 days of novembre 2012 (mean 148 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1358182800	2.77777777777778	25 cyclists counted at Pierre-Dupuy in 9 days of janvier 2013 (mean 2 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1360861200	6.125	147 cyclists counted at Pierre-Dupuy in 24 days of f茅vrier 2013 (mean 6 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1363280400	61.0967741935484	1894 cyclists counted at Pierre-Dupuy in 31 days of mars 2013 (mean 61 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1365958800	681.333333333333	20440 cyclists counted at Pierre-Dupuy in 30 days of avril 2013 (mean 681 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1368550800	1699.03225806452	52670 cyclists counted at Pierre-Dupuy in 31 days of mai 2013 (mean 1699 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1371229200	1655.76666666667	49673 cyclists counted at Pierre-Dupuy in 30 days of juin 2013 (mean 1655 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1373821200	2621.48387096774	81266 cyclists counted at Pierre-Dupuy in 31 days of juillet 2013 (mean 2621 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1376499600	2224.48387096774	68959 cyclists counted at Pierre-Dupuy in 31 days of ao没t 2013 (mean 2224 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#B3DE69	1379178000	1434.94444444444	25829 cyclists counted at Pierre-Dupuy in 18 days of septembre 2013 (mean 1434 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2
#FCCDE5	1287075600	2169.1724137931	62906 cyclists counted at Rachel in 29 days of octobre 2010 (mean 2169 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1289754000	1464.3	43929 cyclists counted at Rachel in 30 days of novembre 2010 (mean 1464 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1292346000	177.689655172414	5153 cyclists counted at Rachel in 29 days of d茅cembre 2010 (mean 177 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1295024400	114.357142857143	3202 cyclists counted at Rachel in 28 days of janvier 2011 (mean 114 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1297702800	93.25	1865 cyclists counted at Rachel in 20 days of f茅vrier 2011 (mean 93 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1300122000	340.2	8505 cyclists counted at Rachel in 25 days of mars 2011 (mean 340 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1302800400	1691.8	50754 cyclists counted at Rachel in 30 days of avril 2011 (mean 1691 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1305392400	3219.58064516129	99807 cyclists counted at Rachel in 31 days of mai 2011 (mean 3219 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1308070800	4534.63333333333	136039 cyclists counted at Rachel in 30 days of juin 2011 (mean 4534 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1310662800	4703.51612903226	145809 cyclists counted at Rachel in 31 days of juillet 2011 (mean 4703 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1313341200	4568.03225806452	141609 cyclists counted at Rachel in 31 days of ao没t 2011 (mean 4568 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1316019600	4318.26666666667	129548 cyclists counted at Rachel in 30 days of septembre 2011 (mean 4318 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1318611600	1095	3285 cyclists counted at Rachel in 3 days of octobre 2011 (mean 1095 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1326560400	71.25	1140 cyclists counted at Rachel in 16 days of janvier 2012 (mean 71 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1329238800	4.29411764705882	73 cyclists counted at Rachel in 17 days of f茅vrier 2012 (mean 4 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1331744400	979.148148148148	26437 cyclists counted at Rachel in 27 days of mars 2012 (mean 979 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1334422800	2391.96666666667	71759 cyclists counted at Rachel in 30 days of avril 2012 (mean 2391 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1337014800	4180.32258064516	129590 cyclists counted at Rachel in 31 days of mai 2012 (mean 4180 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1339693200	4884.33333333333	146530 cyclists counted at Rachel in 30 days of juin 2012 (mean 4884 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1342285200	4861.38709677419	150703 cyclists counted at Rachel in 31 days of juillet 2012 (mean 4861 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1344963600	4431.51612903226	137377 cyclists counted at Rachel in 31 days of ao没t 2012 (mean 4431 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1347642000	4125.23333333333	123757 cyclists counted at Rachel in 30 days of septembre 2012 (mean 4125 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1350234000	3030.93548387097	93959 cyclists counted at Rachel in 31 days of octobre 2012 (mean 3030 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1352912400	1891	9455 cyclists counted at Rachel in 5 days of novembre 2012 (mean 1891 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1358182800	255.366666666667	7661 cyclists counted at Rachel in 30 days of janvier 2013 (mean 255 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1360861200	287.928571428571	8062 cyclists counted at Rachel in 28 days of f茅vrier 2013 (mean 287 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1363280400	627.612903225807	19456 cyclists counted at Rachel in 31 days of mars 2013 (mean 627 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1365958800	2436.06666666667	73082 cyclists counted at Rachel in 30 days of avril 2013 (mean 2436 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1368550800	4750.77419354839	147274 cyclists counted at Rachel in 31 days of mai 2013 (mean 4750 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1371229200	4859.16666666667	145775 cyclists counted at Rachel in 30 days of juin 2013 (mean 4859 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1373821200	5426.38709677419	168218 cyclists counted at Rachel in 31 days of juillet 2013 (mean 5426 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1376499600	5129.1935483871	159005 cyclists counted at Rachel in 31 days of ao没t 2013 (mean 5129 cyclists/day)	Rachel	Rachel	2
#FCCDE5	1379178000	4250.11111111111	76502 cyclists counted at Rachel in 18 days of septembre 2013 (mean 4250 cyclists/day)	Rachel	Rachel	2
#D9D9D9	1231952400	359.193548387097	11135 cyclists counted at Saint-Urbain in 31 days of janvier 2009 (mean 359 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1234630800	697.535714285714	19531 cyclists counted at Saint-Urbain in 28 days of f茅vrier 2009 (mean 697 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1237050000	1599	49569 cyclists counted at Saint-Urbain in 31 days of mars 2009 (mean 1599 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1239728400	1693.26666666667	50798 cyclists counted at Saint-Urbain in 30 days of avril 2009 (mean 1693 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1242320400	1844.12903225806	57168 cyclists counted at Saint-Urbain in 31 days of mai 2009 (mean 1844 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1244998800	1985.5	59565 cyclists counted at Saint-Urbain in 30 days of juin 2009 (mean 1985 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1247590800	2228.09677419355	69071 cyclists counted at Saint-Urbain in 31 days of juillet 2009 (mean 2228 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1250269200	2176.03225806452	67457 cyclists counted at Saint-Urbain in 31 days of ao没t 2009 (mean 2176 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1252947600	2296.53333333333	68896 cyclists counted at Saint-Urbain in 30 days of septembre 2009 (mean 2296 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1255539600	1871.70967741936	58023 cyclists counted at Saint-Urbain in 31 days of octobre 2009 (mean 1871 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1258218000	1664.16666666667	49925 cyclists counted at Saint-Urbain in 30 days of novembre 2009 (mean 1664 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1260810000	712.838709677419	22098 cyclists counted at Saint-Urbain in 31 days of d茅cembre 2009 (mean 712 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1263488400	480.225806451613	14887 cyclists counted at Saint-Urbain in 31 days of janvier 2010 (mean 480 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1266166800	404.892857142857	11337 cyclists counted at Saint-Urbain in 28 days of f茅vrier 2010 (mean 404 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1268586000	935.923076923077	24334 cyclists counted at Saint-Urbain in 26 days of mars 2010 (mean 935 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1271264400	2353.94117647059	40017 cyclists counted at Saint-Urbain in 17 days of avril 2010 (mean 2353 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1273856400	2492.1935483871	77258 cyclists counted at Saint-Urbain in 31 days of mai 2010 (mean 2492 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1276534800	2348.86666666667	70466 cyclists counted at Saint-Urbain in 30 days of juin 2010 (mean 2348 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1279126800	2301.54838709677	71348 cyclists counted at Saint-Urbain in 31 days of juillet 2010 (mean 2301 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1281805200	2265.48387096774	70230 cyclists counted at Saint-Urbain in 31 days of ao没t 2010 (mean 2265 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1284483600	2187.5	65625 cyclists counted at Saint-Urbain in 30 days of septembre 2010 (mean 2187 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1287075600	1739.83870967742	53935 cyclists counted at Saint-Urbain in 31 days of octobre 2010 (mean 1739 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#D9D9D9	1289754000	1433.82352941176	24375 cyclists counted at Saint-Urbain in 17 days of novembre 2010 (mean 1433 cyclists/day)	Saint-Urbain	Saint-Urbain	2
#BC80BD	1360861200	198.25	3172 cyclists counted at Totem_Laurier in 16 days of f茅vrier 2013 (mean 198 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1363280400	497.645161290323	15427 cyclists counted at Totem_Laurier in 31 days of mars 2013 (mean 497 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1365958800	1537.23333333333	46117 cyclists counted at Totem_Laurier in 30 days of avril 2013 (mean 1537 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1368550800	2746.41935483871	85139 cyclists counted at Totem_Laurier in 31 days of mai 2013 (mean 2746 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1371229200	2828.6	84858 cyclists counted at Totem_Laurier in 30 days of juin 2013 (mean 2828 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1373821200	3238.38709677419	100390 cyclists counted at Totem_Laurier in 31 days of juillet 2013 (mean 3238 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1376499600	3162.70967741936	98044 cyclists counted at Totem_Laurier in 31 days of ao没t 2013 (mean 3162 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#BC80BD	1379178000	2888.77777777778	51998 cyclists counted at Totem_Laurier in 18 days of septembre 2013 (mean 2888 cyclists/day)	Totem_Laurier	Totem_Laurier	2
#FB8072	1287075600	1743.92307692308	45342 cyclists counted at du Parc in 26 days of octobre 2010 (mean 1743 cyclists/day)	du Parc	du Parc	2
#FB8072	1289754000	1308.23333333333	39247 cyclists counted at du Parc in 30 days of novembre 2010 (mean 1308 cyclists/day)	du Parc	du Parc	2
#FB8072	1292346000	165.709677419355	5137 cyclists counted at du Parc in 31 days of d茅cembre 2010 (mean 165 cyclists/day)	du Parc	du Parc	2
#FB8072	1295024400	160.129032258065	4964 cyclists counted at du Parc in 31 days of janvier 2011 (mean 160 cyclists/day)	du Parc	du Parc	2
#FB8072	1297702800	115.892857142857	3245 cyclists counted at du Parc in 28 days of f茅vrier 2011 (mean 115 cyclists/day)	du Parc	du Parc	2
#FB8072	1300122000	308	9548 cyclists counted at du Parc in 31 days of mars 2011 (mean 308 cyclists/day)	du Parc	du Parc	2
#FB8072	1302800400	1123.83333333333	33715 cyclists counted at du Parc in 30 days of avril 2011 (mean 1123 cyclists/day)	du Parc	du Parc	2
#FB8072	1305392400	2098.38709677419	65050 cyclists counted at du Parc in 31 days of mai 2011 (mean 2098 cyclists/day)	du Parc	du Parc	2
#FB8072	1308070800	3043.46666666667	91304 cyclists counted at du Parc in 30 days of juin 2011 (mean 3043 cyclists/day)	du Parc	du Parc	2
#FB8072	1310662800	2888.03225806452	89529 cyclists counted at du Parc in 31 days of juillet 2011 (mean 2888 cyclists/day)	du Parc	du Parc	2
#FB8072	1313341200	2720.83870967742	84346 cyclists counted at du Parc in 31 days of ao没t 2011 (mean 2720 cyclists/day)	du Parc	du Parc	2
#FB8072	1316019600	3130.3	93909 cyclists counted at du Parc in 30 days of septembre 2011 (mean 3130 cyclists/day)	du Parc	du Parc	2
#FB8072	1318611600	2147.03225806452	66558 cyclists counted at du Parc in 31 days of octobre 2011 (mean 2147 cyclists/day)	du Parc	du Parc	2
#FB8072	1321290000	2074.66666666667	6224 cyclists counted at du Parc in 3 days of novembre 2011 (mean 2074 cyclists/day)	du Parc	du Parc	2
#FB8072	1326560400	99.6129032258064	3088 cyclists counted at du Parc in 31 days of janvier 2012 (mean 99 cyclists/day)	du Parc	du Parc	2
#FB8072	1329238800	167.310344827586	4852 cyclists counted at du Parc in 29 days of f茅vrier 2012 (mean 167 cyclists/day)	du Parc	du Parc	2
#FB8072	1331744400	693.129032258065	21487 cyclists counted at du Parc in 31 days of mars 2012 (mean 693 cyclists/day)	du Parc	du Parc	2
#FB8072	1334422800	1534.93333333333	46048 cyclists counted at du Parc in 30 days of avril 2012 (mean 1534 cyclists/day)	du Parc	du Parc	2
#FB8072	1337014800	2527.58064516129	78355 cyclists counted at du Parc in 31 days of mai 2012 (mean 2527 cyclists/day)	du Parc	du Parc	2
#FB8072	1339693200	2873	86190 cyclists counted at du Parc in 30 days of juin 2012 (mean 2873 cyclists/day)	du Parc	du Parc	2
#FB8072	1342285200	2839.03225806452	88010 cyclists counted at du Parc in 31 days of juillet 2012 (mean 2839 cyclists/day)	du Parc	du Parc	2
#FB8072	1344963600	2718.09677419355	84261 cyclists counted at du Parc in 31 days of ao没t 2012 (mean 2718 cyclists/day)	du Parc	du Parc	2
#FB8072	1347642000	2887.03333333333	86611 cyclists counted at du Parc in 30 days of septembre 2012 (mean 2887 cyclists/day)	du Parc	du Parc	2
#FB8072	1350234000	2309.90322580645	71607 cyclists counted at du Parc in 31 days of octobre 2012 (mean 2309 cyclists/day)	du Parc	du Parc	2
#FB8072	1352912400	1403.2	7016 cyclists counted at du Parc in 5 days of novembre 2012 (mean 1403 cyclists/day)	du Parc	du Parc	2
#FB8072	1358182800	112.258064516129	3480 cyclists counted at du Parc in 31 days of janvier 2013 (mean 112 cyclists/day)	du Parc	du Parc	2
#FB8072	1360861200	138.785714285714	3886 cyclists counted at du Parc in 28 days of f茅vrier 2013 (mean 138 cyclists/day)	du Parc	du Parc	2
#FB8072	1363280400	343.354838709677	10644 cyclists counted at du Parc in 31 days of mars 2013 (mean 343 cyclists/day)	du Parc	du Parc	2
#FB8072	1365958800	1486	44580 cyclists counted at du Parc in 30 days of avril 2013 (mean 1486 cyclists/day)	du Parc	du Parc	2
#FB8072	1368550800	2657.48387096774	82382 cyclists counted at du Parc in 31 days of mai 2013 (mean 2657 cyclists/day)	du Parc	du Parc	2
#FB8072	1371229200	2508.5	75255 cyclists counted at du Parc in 30 days of juin 2013 (mean 2508 cyclists/day)	du Parc	du Parc	2
#FB8072	1373821200	2758.51612903226	85514 cyclists counted at du Parc in 31 days of juillet 2013 (mean 2758 cyclists/day)	du Parc	du Parc	2
#FB8072	1376499600	2560.58064516129	79378 cyclists counted at du Parc in 31 days of ao没t 2013 (mean 2560 cyclists/day)	du Parc	du Parc	2
#FB8072	1379178000	2811.16666666667	50601 cyclists counted at du Parc in 18 days of septembre 2013 (mean 2811 cyclists/day)	du Parc	du Parc	2
